App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Master Portal Fami 1084,"Good concept, waiting for future feature updates.",Neutral,-0.076,0.256
Master Portal Fami 1084,Absolutely love this app! Very smooth UI and responsive.,Positive,0.811,0.621
Master Portal Fami 1084,Absolutely love this app! Very smooth UI and responsive.,Positive,0.682,0.529
Master Portal Fami 1084,Great customer support and seamless synchronization.,Positive,0.698,0.463
Master Portal Fami 1084,Essential utility for daily workflow. Fast loading.,Positive,0.461,0.617
Master Portal Fami 1084,Customer service never responded to my refund ticket.,Negative,-0.729,0.832
Master Portal Fami 1084,Essential utility for daily workflow. Fast loading.,Positive,0.368,0.719
Master Portal Fami 1084,Incredible features and clean layout. Worth every penny.,Positive,0.494,0.637
Super Hero Game 2116,Game is highly addictive with stellar graphics!,Positive,0.584,0.493
Super Hero Game 2116,"Best in its class, saves me so much time every day.",Positive,0.486,0.443
Super Hero Game 2116,"Full of bugs, login screen freezes constantly.",Negative,-0.212,0.627
Super Hero Game 2116,Incredible features and clean layout. Worth every penny.,Positive,0.255,0.759
Super Hero Game 2116,Customer service never responded to my refund ticket.,Negative,-0.673,0.864
Super Hero Game 2116,Incredible features and clean layout. Worth every penny.,Positive,0.751,0.782
Super Hero Game 2116,Game is highly addictive with stellar graphics!,Positive,0.841,0.581
Master Manager Medi 415,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.003,0.194
Master Manager Medi 415,Absolutely love this app! Very smooth UI and responsive.,Positive,0.573,0.511
Master Manager Medi 415,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.41,0.584
Master Manager Medi 415,Game is highly addictive with stellar graphics!,Positive,0.27,0.682
Master Manager Medi 415,Essential utility for daily workflow. Fast loading.,Positive,0.266,0.763
Master Manager Medi 415,Essential utility for daily workflow. Fast loading.,Positive,0.483,0.637
Master Manager Medi 415,Game is highly addictive with stellar graphics!,Positive,0.544,0.641
Master Manager Medi 415,Absolutely love this app! Very smooth UI and responsive.,Positive,0.408,0.7
Master Manager Medi 415,Game is highly addictive with stellar graphics!,Positive,0.555,0.623
Master Manager Medi 415,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.605,0.579
Easy Plus Busi 1341,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.206,0.613
Easy Plus Busi 1341,Great customer support and seamless synchronization.,Positive,0.626,0.574
Easy Plus Busi 1341,"Best in its class, saves me so much time every day.",Positive,0.866,0.763
Easy Plus Busi 1341,Game is highly addictive with stellar graphics!,Positive,0.547,0.773
Easy Plus Busi 1341,Absolutely love this app! Very smooth UI and responsive.,Positive,0.815,0.444
Easy Plus Busi 1341,"Full of bugs, login screen freezes constantly.",Negative,-0.391,0.465
Easy Plus Busi 1341,Essential utility for daily workflow. Fast loading.,Positive,0.793,0.789
NextGen Manager Pers 1135,"Full of bugs, login screen freezes constantly.",Negative,-0.495,0.744
NextGen Manager Pers 1135,"Good concept, waiting for future feature updates.",Neutral,0.03,0.22
NextGen Manager Pers 1135,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.069,0.184
NextGen Manager Pers 1135,"Best in its class, saves me so much time every day.",Positive,0.871,0.841
NextGen Manager Pers 1135,Battery drain is immense and phone overheats quickly.,Negative,-0.58,0.676
NextGen Manager Pers 1135,Great customer support and seamless synchronization.,Positive,0.253,0.666
Pro Manager Medi 1404,Game is highly addictive with stellar graphics!,Positive,0.649,0.825
Pro Manager Medi 1404,Great customer support and seamless synchronization.,Positive,0.251,0.487
Pro Manager Medi 1404,"Full of bugs, login screen freezes constantly.",Negative,-0.433,0.522
Pro Manager Medi 1404,Absolutely love this app! Very smooth UI and responsive.,Positive,0.854,0.518
Pro Manager Medi 1404,Great customer support and seamless synchronization.,Positive,0.785,0.547
Pro Manager Medi 1404,Constant crashes after the latest update. Terrible experience.,Negative,-0.742,0.704
Pro Manager Medi 1404,Incredible features and clean layout. Worth every penny.,Positive,0.475,0.77
Pro Manager Medi 1404,"Full of bugs, login screen freezes constantly.",Negative,-0.533,0.508
Pro Manager Medi 1404,"Best in its class, saves me so much time every day.",Positive,0.417,0.795
Pro Manager Medi 1404,"Best in its class, saves me so much time every day.",Positive,0.943,0.42
Pro Manager Medi 1404,Absolutely love this app! Very smooth UI and responsive.,Positive,0.506,0.645
Pro Manager Medi 1404,Constant crashes after the latest update. Terrible experience.,Negative,-0.246,0.796
NextGen 3D Phot 1948,"Best in its class, saves me so much time every day.",Positive,0.25,0.549
NextGen 3D Phot 1948,Great customer support and seamless synchronization.,Positive,0.358,0.837
NextGen 3D Phot 1948,"Works okay on tablet, bit clunky on small screens.",Neutral,0.057,0.346
NextGen 3D Phot 1948,Customer service never responded to my refund ticket.,Negative,-0.742,0.859
NextGen 3D Phot 1948,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.014,0.165
Super Tracker Phot 2415,"Works okay on tablet, bit clunky on small screens.",Neutral,0.043,0.193
Super Tracker Phot 2415,Essential utility for daily workflow. Fast loading.,Positive,0.663,0.57
Super Tracker Phot 2415,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.771,0.571
Super Tracker Phot 2415,Essential utility for daily workflow. Fast loading.,Positive,0.297,0.66
Super Tracker Phot 2415,Game is highly addictive with stellar graphics!,Positive,0.252,0.75
Super Tracker Phot 2415,"Works okay on tablet, bit clunky on small screens.",Neutral,0.083,0.305
Hyper Flow Medi 1843,"Good concept, waiting for future feature updates.",Neutral,0.112,0.383
Hyper Flow Medi 1843,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.698,0.692
Hyper Flow Medi 1843,"Good concept, waiting for future feature updates.",Neutral,0.046,0.326
Hyper Flow Medi 1843,Great customer support and seamless synchronization.,Positive,0.658,0.803
Hyper Flow Medi 1843,"Works okay on tablet, bit clunky on small screens.",Neutral,0.061,0.217
Hyper Flow Medi 1843,Great customer support and seamless synchronization.,Positive,0.312,0.674
Hyper Flow Medi 1843,Customer service never responded to my refund ticket.,Negative,-0.689,0.558
Global 3D Heal 1103,"Good concept, waiting for future feature updates.",Neutral,0.014,0.392
Global 3D Heal 1103,Average performance. UI could use some polishing.,Neutral,-0.034,0.314
Global 3D Heal 1103,"Full of bugs, login screen freezes constantly.",Negative,-0.782,0.646
Global 3D Heal 1103,Constant crashes after the latest update. Terrible experience.,Negative,-0.605,0.882
Global 3D Heal 1103,Incredible features and clean layout. Worth every penny.,Positive,0.396,0.714
Global 3D Heal 1103,Game is highly addictive with stellar graphics!,Positive,0.31,0.724
Global 3D Heal 1103,Constant crashes after the latest update. Terrible experience.,Negative,-0.164,0.844
Global 3D Heal 1103,"Good concept, waiting for future feature updates.",Neutral,-0.084,0.267
Global 3D Heal 1103,Essential utility for daily workflow. Fast loading.,Positive,0.36,0.419
Global 3D Heal 1103,Great customer support and seamless synchronization.,Positive,0.681,0.729
Super Hub Game 200,Incredible features and clean layout. Worth every penny.,Positive,0.895,0.436
Super Hub Game 200,Great customer support and seamless synchronization.,Positive,0.921,0.613
Super Hub Game 200,Incredible features and clean layout. Worth every penny.,Positive,0.486,0.632
Super Hub Game 200,Game is highly addictive with stellar graphics!,Positive,0.439,0.516
Super Hub Game 200,Average performance. UI could use some polishing.,Neutral,0.005,0.288
Super Hub Game 200,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.607,0.693
Master Manager Heal 230,"Works okay on tablet, bit clunky on small screens.",Neutral,0.064,0.397
Master Manager Heal 230,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.011,0.351
Master Manager Heal 230,Game is highly addictive with stellar graphics!,Positive,0.45,0.495
Master Manager Heal 230,Customer service never responded to my refund ticket.,Negative,-0.154,0.651
Master Manager Heal 230,Customer service never responded to my refund ticket.,Negative,-0.215,0.508
Smart Hub Prod 1282,"Good concept, waiting for future feature updates.",Neutral,0.118,0.255
Smart Hub Prod 1282,Essential utility for daily workflow. Fast loading.,Positive,0.633,0.591
Smart Hub Prod 1282,Absolutely love this app! Very smooth UI and responsive.,Positive,0.251,0.553
Smart Hub Prod 1282,Constant crashes after the latest update. Terrible experience.,Negative,-0.761,0.545
Smart Hub Prod 1282,"Good concept, waiting for future feature updates.",Neutral,0.076,0.223
Smart Hub Prod 1282,Customer service never responded to my refund ticket.,Negative,-0.65,0.668
Smart Hub Prod 1282,"Best in its class, saves me so much time every day.",Positive,0.931,0.555
Smart Hub Prod 1282,Absolutely love this app! Very smooth UI and responsive.,Positive,0.525,0.693
Smart Hub Prod 1282,"Good concept, waiting for future feature updates.",Neutral,0.074,0.345
Smart Hub Prod 1282,Incredible features and clean layout. Worth every penny.,Positive,0.816,0.613
Super Hero Prod 1117,"Good concept, waiting for future feature updates.",Neutral,0.033,0.271
Super Hero Prod 1117,"Best in its class, saves me so much time every day.",Positive,0.917,0.831
Super Hero Prod 1117,Average performance. UI could use some polishing.,Neutral,-0.017,0.183
Super Hero Prod 1117,Absolutely love this app! Very smooth UI and responsive.,Positive,0.911,0.443
Super Hero Prod 1117,Constant crashes after the latest update. Terrible experience.,Negative,-0.824,0.761
Super Hero Prod 1117,Incredible features and clean layout. Worth every penny.,Positive,0.699,0.538
Super Hero Prod 1117,Constant crashes after the latest update. Terrible experience.,Negative,-0.497,0.819
Super Hero Prod 1117,Average performance. UI could use some polishing.,Neutral,-0.089,0.188
Super Hero Prod 1117,Incredible features and clean layout. Worth every penny.,Positive,0.797,0.654
Super Hero Prod 1117,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.038,0.396
Super Hero Prod 1117,Average performance. UI could use some polishing.,Neutral,0.133,0.362
Super Hero Prod 1117,Game is highly addictive with stellar graphics!,Positive,0.502,0.561
Fast Hero Fina 2234,Game is highly addictive with stellar graphics!,Positive,0.64,0.823
Fast Hero Fina 2234,"Good concept, waiting for future feature updates.",Neutral,-0.094,0.389
Fast Hero Fina 2234,Battery drain is immense and phone overheats quickly.,Negative,-0.16,0.675
Fast Hero Fina 2234,Essential utility for daily workflow. Fast loading.,Positive,0.531,0.794
Fast Hero Fina 2234,Absolutely love this app! Very smooth UI and responsive.,Positive,0.407,0.423
Fast Hero Fina 2234,Incredible features and clean layout. Worth every penny.,Positive,0.433,0.688
Fast Hero Fina 2234,"Best in its class, saves me so much time every day.",Positive,0.417,0.6
Smart Portal Medi 1997,Incredible features and clean layout. Worth every penny.,Positive,0.695,0.839
Smart Portal Medi 1997,Game is highly addictive with stellar graphics!,Positive,0.254,0.768
Smart Portal Medi 1997,Battery drain is immense and phone overheats quickly.,Negative,-0.59,0.598
Smart Portal Medi 1997,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.314,0.667
Smart Portal Medi 1997,Incredible features and clean layout. Worth every penny.,Positive,0.704,0.784
Smart Portal Medi 1997,Great customer support and seamless synchronization.,Positive,0.526,0.454
Smart Portal Medi 1997,Game is highly addictive with stellar graphics!,Positive,0.849,0.564
Smart Portal Medi 1997,Battery drain is immense and phone overheats quickly.,Negative,-0.455,0.524
Smart Portal Medi 1997,Absolutely love this app! Very smooth UI and responsive.,Positive,0.716,0.511
Smart Portal Medi 1997,Average performance. UI could use some polishing.,Neutral,-0.028,0.304
Quick Portal Pers 1514,"Works okay on tablet, bit clunky on small screens.",Neutral,0.08,0.17
Quick Portal Pers 1514,Absolutely love this app! Very smooth UI and responsive.,Positive,0.75,0.57
Quick Portal Pers 1514,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.644,0.818
Quick Portal Pers 1514,Incredible features and clean layout. Worth every penny.,Positive,0.632,0.837
Quick Portal Pers 1514,"Good concept, waiting for future feature updates.",Neutral,0.051,0.26
Quick Portal Pers 1514,Average performance. UI could use some polishing.,Neutral,0.071,0.293
Quick Portal Pers 1514,Incredible features and clean layout. Worth every penny.,Positive,0.949,0.492
Quick Portal Pers 1514,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.577,0.877
Quick Portal Pers 1514,"Best in its class, saves me so much time every day.",Positive,0.751,0.588
Quick Portal Pers 1514,Essential utility for daily workflow. Fast loading.,Positive,0.313,0.815
Quick Portal Pers 1514,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.582,0.885
Quick Portal Pers 1514,Essential utility for daily workflow. Fast loading.,Positive,0.289,0.532
Daily Portal Fami 638,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.406,0.523
Daily Portal Fami 638,Essential utility for daily workflow. Fast loading.,Positive,0.563,0.654
